nom_du_musee,année,region,ville,payant,gratuit,total,id_museofile
Musée Municipal de Soissons,2017,HAUTS-DE-FRANCE,SOISSONS,4000,7497,11497,
Musée de la Résistance et de la Déportation,2017,HAUTS-DE-FRANCE,TERGNIER,2085,1700,3785,
Forum Antique de Bavay,2017,HAUTS-DE-FRANCE,BAVAY,22377,5074,27451,
Musée Portuaire,2017,HAUTS-DE-FRANCE,DUNKERQUE,48462,30386,78848,
Musée Municipal d'Escaudain,2017,HAUTS-DE-FRANCE,ESCAUDAIN,0,600,600,
Musée des Beaux-Arts,2017,HAUTS-DE-FRANCE,VALENCIENNES,23323,11894,35217,
Cité Internationale de la Dentelle et de la Mode de Calais,2017,HAUTS-DE-FRANCE,CALAIS,45513,20289,65802,
Musée Français de la Photographie,2017,ILE-DE-FRANCE,BIEVRES,3462,2432,5894,
Musée Municipal Robert Dubois-Corneau,2017,ILE-DE-FRANCE,BRUNOY,39,3749,3788,
"Albert-Kahn, Musée et Jardin Départementaux",2017,ILE-DE-FRANCE,BOULOGNE-BILLANCOURT,3127,643,3770,
Musée - Atelier Rodin (Annexe du musée de Paris),2017,ILE-DE-FRANCE,MEUDON,5791,13457,19248,
Cité de la céramique - Sèvres & Limoges,2017,ILE-DE-FRANCE,SEVRES,29627,21928,51555,
Galerie d'Anatomie Comparée et de Paléontologie (Muséum d'Histoire Naturelle),2017,ILE-DE-FRANCE,PARIS,128593,188138,316731,
Etablissement public du musée national J.J. Henner et du musée national G. Moreau/ Musée National Jean-Jacques Henner,2017,ILE-DE-FRANCE,PARIS,9730,6625,16355,
Etablissement public du musée d'Orsay et de l'Orangerie - Musée de l'Orangerie,2017,ILE-DE-FRANCE,PARIS,596958,341323,938281,
Etablissement public du musée d'Orsay et de l'Orangerie - Musée d'Orsay,2017,ILE-DE-FRANCE,PARIS,1703229,1474613,3177842,
Musée d'Art Moderne de la ville de Paris,2017,ILE-DE-FRANCE,PARIS,341439,164807,506246,
Musée de la Gendarmerie Nationale,2017,ILE-DE-FRANCE,MELUN,15522,10731,26253,
Musée Municipal,2017,ILE-DE-FRANCE,MORET-SUR-LOING,0,2463,2463,
Musée Départemental de Préhistoire d'Île de France,2017,ILE-DE-FRANCE,NEMOURS,4972,23131,28103,
Musée Adrien Mentienne,2017,ILE-DE-FRANCE,BRY-SUR-MARNE,0,1265,1265,
Musée de la Toile de Jouy,2017,ILE-DE-FRANCE,JOUY-EN-JOSAS,6200,3554,9754,
Musée Promenade Marly/Louveciennes,2017,ILE-DE-FRANCE,LOUVECIENNES,27,0,27,
Musée-Maison Maurice Ravel,2017,ILE-DE-FRANCE,MONTFORT-L'AMAURY,1469,97,1566,
Musée Rambolitrain,2017,ILE-DE-FRANCE,RAMBOUILLET,2852,16377,19229,
Musée Départemental Maurice Denis,2017,ILE-DE-FRANCE,SAINT-GERMAIN-EN-LAYE,13047,5301,18348,
Etablissement Public du Musée et du Domaine National de Versailles,2017,ILE-DE-FRANCE,VERSAILLES,5919966,1794423,7714389,
Musée de La Canne,2017,MARTINIQUE,LES TROIS ILETS,2096,9939,12035,
Musée du Débarquement,2017,NORMANDIE,ARROMANCHES,277857,12953,290810,
Musée d'Art et d'Histoire de Lisieux,2017,NORMANDIE,LISIEUX,188,4666,4854,
Musée du Château,2017,NORMANDIE,PONTECOULANT,3092,1798,4890,
Château de Saint-Germain de Livet,2017,NORMANDIE,SAINT-GERMAIN DE LIVET,8835,7193,16028,
Musée et Sites archéologiques de Vieux-la-Romaine,2017,NORMANDIE,VIEUX,9167,11009,20176,
Musée Municipal,2017,NORMANDIE,VIRE NORMANDIE,1251,4466,5717,
Musée Municipal,2017,NORMANDIE,BERNAY,1412,6758,8170,
Musée Municipal Nicolas Poussin,2017,NORMANDIE,LES ANDELYS,1911,1149,3060,
Musée Alphonse-Georges Poulain,2017,NORMANDIE,VERNON,11359,6751,18110,
Musée Municipal,2017,NORMANDIE,EQUEURDREVILLLE-HAINNEVILLE,0,2500,2500,
Musée des Beaux-Arts et de la Dentelle,2017,NORMANDIE,ALENCON,7965,6117,14082,
Musée du Château de Flers,2017,NORMANDIE,FLERS,1439,6012,7451,
Museoseine,2017,NORMANDIE,CAUDEBEC-EN-CAUX,17700,0,17700,
Musée d'Elbeuf,2017,NORMANDIE,ELBEUF,7272,18091,25363,
Musée Mathon-Durand,2017,NORMANDIE,NEUFCHATEL-EN-BRAY,475,521,996,
Musée Flaubert et d'Histoire de la Médecine,2017,NORMANDIE,ROUEN,2702,4820,7522,
Musée de la Céramique,2017,NORMANDIE,ROUEN,19776,5518,25294,
Musée de la Mytiliculture,2017,NOUVELLE-AQUITAINE,ESNANDES,3304,863,4167,
Musée National de la Marine,2017,NOUVELLE-AQUITAINE,ROCHEFORT,16134,11672,27806,
Musée d'Art et d'Archéologie,2017,NOUVELLE-AQUITAINE,GUERET,1660,6052,7712,
Musée des Tumulus de Bougon,2017,NOUVELLE-AQUITAINE,BOUGON,13553,2852,16405,
Musée du Tabac,2017,NOUVELLE-AQUITAINE,BERGERAC,4092,1298,5390,
Musée des Arts et Traditions Populaires du Périgord,2017,NOUVELLE-AQUITAINE,MUSSIDAN,823,1260,2083,
Musée Gallo-Romain de Vesunna,2017,NOUVELLE-AQUITAINE,PERIGUEUX,22576,14487,37063,
CAPC Musée d'Art Contemporain de Bordeaux,2017,NOUVELLE-AQUITAINE,BORDEAUX,42761,54351,97112,
Musée Départemental d'Art Contemporain,2017,NOUVELLE-AQUITAINE,ROCHECHOUART,8600,6645,15245,
Musée des Beaux-Arts,2017,NOUVELLE-AQUITAINE,AGEN,8046,11480,19526,
Musée Bonnat-Helleu - Musée des Beaux-Arts de Bayonne,2017,NOUVELLE-AQUITAINE,BAYONNE,0,112,112,
Musée des Traditions Populaires et d'Archéologie,2017,NOUVELLE-AQUITAINE,CHAUVIGNY,6788,1535,8323,
Musée Charbonneau-Lassay,2017,NOUVELLE-AQUITAINE,LOUDUN,0,1626,1626,
Musée de Préhistoire Raymond Touchard,2017,NOUVELLE-AQUITAINE,LUSSAC-LES-CHATEAUX,3418,3562,6980,
Musée de l'hypogée des Dunes,2017,NOUVELLE-AQUITAINE,POITIERS,0,321,321,
Musée Départemental de l'Ariège,2017,OCCITANIE,FOIX,88812,8286,97098,
Musée d'Archéologie,2017,OCCITANIE,MONTSEGUR,15604,0,15604,
Musée Petiet,2017,OCCITANIE,LIMOUX,474,2046,2520,
Palais-Musée des Archevêques de Narbonne,2017,OCCITANIE,NARBONNE,21876,125417,147293,
Musée Municipal Urbain Cabrol,2017,OCCITANIE,VILLEFRANCHE-DE-ROUERGUE,0,8007,8007,
Musée des Beaux-Arts,2017,OCCITANIE,NIMES,0,17085,17085,
Musée des Jacobins,2017,OCCITANIE,AUCH,8196,5348,13544,
Musée de l'Armagnac,2017,OCCITANIE,CONDOM,1339,320,1659,
Musée d'Archéologie,2017,OCCITANIE,LECTOURE,2033,1452,3485,
"Les Abattoirs, Musée d'Art Moderne et Contemporain",2017,OCCITANIE,TOULOUSE,50048,109031,159079,
Musée Paul Dupuy,2017,OCCITANIE,TOULOUSE,9439,17343,26782,
Site Archéologique Lattara - Musée Henri Prades de Montpellier Agglomération,2017,OCCITANIE,LATTES,11724,11299,23023,
Musée du Vieux Montpellier,2017,OCCITANIE,MONTPELLIER,499,4597,5096,
Musée de Vulliod Saint-Germain,2017,OCCITANIE,PEZENAS,4550,620,5170,
Musée de l'Automate,2017,OCCITANIE,SOUILLAC,12929,960,13889,
Ecomusée du Mont Lozère,2017,OCCITANIE,LE PONT DE MONTVERT,1198,1430,2628,
Musée Hyacinthe Rigaud,2017,OCCITANIE,PERPIGNAN,49009,19876,68885,
Musée du Protestantisme de la Réforme à la Laïcité,2017,OCCITANIE,FERRIERES,2396,1620,4016,
Musée Départemental du Textile,2017,OCCITANIE,LA-BASTIDE-ROUAIROUX,2765,3954,6719,
Musée du Pays Vaurais,2017,OCCITANIE,LAVAUR,2154,3900,6054,
Musée Théodore Calbet,2017,OCCITANIE,GRISOLLES,0,3043,3043,
Musée des arts et traditions populaires,2017,OCCITANIE,MOISSAC,216,5386,5602,
Musée de Préhistoire,2017,OCCITANIE,SAINT-ANTONIN-NOBLE-VAL,42,200,242,
Musée des Marais Salant,2017,PAYS DE LA LOIRE,BATZ-SUR-MER,12691,9806,22497,
Musée  Départemental Dobrée,2017,PAYS DE LA LOIRE,NANTES,251,33289,33540,
Musée des Beaux-Arts,2017,PAYS DE LA LOIRE,ANGERS,17743,54694,72437,
Galerie David d'Angers (+ musée-château de Villevêque),2017,PAYS DE LA LOIRE,ANGERS,10635,17597,28232,
Musée Joseph Denais,2017,PAYS DE LA LOIRE,BEAUFORT-EN-VALLEE,5720,2546,8266,
Musée Archéologique Départemental de Jublains,2017,PAYS DE LA LOIRE,JUBLAINS,18918,10564,29482,
Musée du Château de Mayenne,2017,PAYS DE LA LOIRE,MAYENNE,10980,10651,21631,
Musée de l'Image Populaire de Pfaffenhoffen,2001,ALSACE,PFAFFENHOFFEN,2703,702,3405,
Musée du Château des Rohan,2001,ALSACE,SAVERNE,5269,5043,10312,
Musée d'Art Moderne et Contemporain de Strasbourg,2001,ALSACE,STRASBOURG,71870,96775,168645,
Musée des Arts Décoratifs,2001,ALSACE,STRASBOURG,22361,24520,46881,
Musée des Beaux-Arts,2001,ALSACE,STRASBOURG,20859,24760,45619,
Cabinet des Estampes et des Dessins,2001,ALSACE,STRASBOURG,0,494,494,
Musée Westercamp,2001,ALSACE,WISSEMBOURG,3598,526,4124,
Musée des Beaux-Arts,2001,ALSACE,MULHOUSE,0,7356,7356,
Cité du Train,2001,ALSACE,MULHOUSE,96882,0,96882,
Musée Minéralogique de la Société Industrielle de Mulhouse,2001,ALSACE,MULHOUSE,0,150,150,
Musée de l'Impression sur Etoffes,2001,ALSACE,MULHOUSE,17029,10709,27738,
Musée des Amis de Thann,2001,ALSACE,THANN,939,136,1075,
Musée du Tabac,2001,AQUITAINE,BERGERAC,5670,2953,8623,
Musée d'Aquitaine,2001,AQUITAINE,BORDEAUX,12640,44105,56745,
Musée Historique de l'Hydravion,2001,AQUITAINE,BISCARROSSE,14440,826,15266,
Musée de la Chalosse,2001,AQUITAINE,MONTFORT-EN-CHALOSSE,7723,1579,9302,
Musée du Patrimoine Religieux et des Croyances Populaires,2001,AQUITAINE,MOUSTEY,2605,0,2605,
Musée Municipal (Moulin de Gajac),2001,AQUITAINE,VILLENEUVE-SUR-LOT,1250,1235,2485,
Musée Edmond Rostand,2001,AQUITAINE,CAMBO-LES-BAINS,63794,0,63794,
Musée de la Haute Auvergne,2001,AUVERGNE,SAINT-FLOUR,9159,2166,11325,
Musée d'Archéologie Bargoin,2001,AUVERGNE,CLERMONT-FERRAND,2259,8192,10451,
Muséum d'Histoire Naturelle Henri-Lecoq,2001,AUVERGNE,CLERMONT-FERRAND,2581,21839,24420,
Musée E.J Marey,2001,BOURGOGNE,BEAUNE,2770,1336,4106,
Musée d'Art Sacré,2001,BOURGOGNE,DIJON,1043,6379,7422,
Musée des Arts et Traditions des Hautes-Côtes,2001,BOURGOGNE,GEVREY-CHAMBERTIN - Reulle Vergy,7200,0,7200,
Musée du Septennat,2001,BOURGOGNE,CHATEAU-CHINON,24390,2522,26912,
Musée du Prieuré de Charolles,2001,BOURGOGNE,CHAROLLES,4237,0,4237,
"L'Atelier d'un Journal"" de Louhans - Musée Municipal",2001,BOURGOGNE,LOUHANS,2660,195,2855,
Musée des Ursulines,2001,BOURGOGNE,MACON,2345,7252,9597,
Musée de la Tour du Moulin,2001,BOURGOGNE,MARCIGNY,1641,432,2073,
Musée Départemental du Compagnonnage,2001,BOURGOGNE,ROMANECHE-THORINS,2394,546,2940,
Musée Départemental de Préhistoire de Solutré,2001,BOURGOGNE,SOLUTRE-POUILLY,19877,5594,25471,
Musée Colette,2001,BOURGOGNE,SAINT-SAUVEUR-EN-PUISAYE,11460,2773,14233,
Musée Muncipal,2001,BOURGOGNE,SENS,17969,0,17969,
Ecomusée Industriel des Forges,2001,BRETAGNE,INZINZAC-LOCHRIST,6672,4323,10995,
Musée de la Résistance Bretonne,2001,BRETAGNE,SAINT-MARCEL - MALESTROIT,35924,6671,42595,
Musée du Château de Suscinio,2001,BRETAGNE,SARZEAU,75159,0,75159,
Musée du Berry,2001,CENTRE,BOURGES,0,20022,20022,
Musée Emile Chénon,2001,CENTRE,CHATEAUMEILLANT,1379,0,1379,
Musée Saint-Vic,2001,CENTRE,SAINT-AMAND-MONTROND,7612,0,7612,
Musée Municipal,2001,CENTRE,VIERZON,0,325,325,
Conservatoire du Machinisme et des Pratiques Agricoles,2001,CENTRE,CHARTRES-MAINVILLIERS,50290,0,50290,
Musée des Beaux-Arts et d'Histoire Naturelle,2001,CENTRE,CHATEAUDUN,6859,7967,14826,
Musée Ornithologique (Ecomusée de la Brenne),2001,CENTRE,LE BLANC,4790,2937,7727,
Musée de Préhistoire du Grand Pressigny,2001,CENTRE,LE GRAND PRESSIGNY,10794,3980,14774,
Musée de l'Hôtel de Ville,2001,CENTRE,RICHELIEU,10501,0,10501,
Musée Balzac,2001,CENTRE,SACHE,21986,2601,24587,
Muséum d'Histoire Naturelle,2001,CENTRE,TOURS,5464,16200,21664,
Musée des Beaux-Arts,2001,CENTRE,TOURS,15011,24804,39815,
Maison de la Magie,2001,CENTRE,BLOIS,49527,0,49527,
Musée de la Corbillière,2001,CENTRE,MER,975,0,975,
Château-Musée de Gien,2001,CENTRE,GIEN,22584,4039,26623,
Musée du Gatinais,2001,CENTRE,MONTARGIS,314,198,512,
Musée Historique et Archéologique,2001,CENTRE,ORLEANS,3472,0,3472,
Musée du Feutre,2001,CHAMPAGNE-ARDENNES,MOUZON,4677,330,5007,
Musée du Château-Fort,2001,CHAMPAGNE-ARDENNES,SEDAN,55289,0,55289,
Musée d'Art et d'Histoire,2001,CHAMPAGNE-ARDENNES,LANGRES,3497,6564,10061,
Musée Garinet,2001,CHAMPAGNE-ARDENNES,CHALONS-EN-CHAMPAGNE,808,0,808,
Musée Hôtel le Vergeur,2001,CHAMPAGNE-ARDENNES,REIMS,8151,2466,10617,
Musée de la Corse,2001,CORSE,CORTE,55884,6610,62494,
Muséum de Besançon,2001,FRANCHE-COMTE,BESANCON,241840,0,241840,
Musée des Beaux-Arts et d'Archéologie,2001,FRANCHE-COMTE,BESANCON,20552,14491,35043,
Musée-Maison Natale Gustave Courbet,2001,FRANCHE-COMTE,ORNANS,20698,237,20935,
Ecomusée du Pays de la Cerise,2001,FRANCHE-COMTE,FOUGEROLLES,6069,200,6269,
Musée d'Archéologie,2001,FRANCHE-COMTE,LONS-LE-SAUNIER,4486,4882,9368,
Musée des Salines,2001,FRANCHE-COMTE,SALINS-LES-BAINS,50037,0,50037,
Donation Maurice Jardot,2001,FRANCHE-COMTE,BELFORT,7726,0,7726,
Musée Précolombien Edgar Clerc,2001,GUADELOUPE,LE MOULE,6181,2324,8505,
Musée Français de la Photographie,2001,ILE-DE-FRANCE,BIEVRES,3800,0,3800,
Musée Intercommunal d'Etampes,2001,ILE-DE-FRANCE,ETAMPES,910,4070,4980,
Musée Municipal de Saint-Cloud,2001,ILE-DE-FRANCE,SAINT-CLOUD,0,3496,3496,
Musée de l'Homme (Muséum National d'Histoire Naturelle),2001,ILE-DE-FRANCE,PARIS,84964,26427,111391,
Musée Zadkine,2001,ILE-DE-FRANCE,PARIS,9006,10780,19786,
Mémorial du Maréchal Leclerc et de la Libération de Paris - Musée Jean Moulin,2001,ILE-DE-FRANCE,PARIS,4785,6127,10912,
Musée Hébert,2001,ILE-DE-FRANCE,PARIS,1815,1922,3737,
Musée National Auguste Rodin,2001,ILE-DE-FRANCE,PARIS,327250,229040,556290,
Musée du Louvre,2001,ILE-DE-FRANCE,PARIS,3325837,1838088,5163925,
Musée d'Art et d'Histoire du Judaïsme,2001,ILE-DE-FRANCE,PARIS,66696,23187,89883,
Musée Départemental de l'Ecole de Barbizon,2001,ILE-DE-FRANCE,BARBIZON,22834,0,22834,
Musée Municipal des Capucins,2001,ILE-DE-FRANCE,COULOMMIERS,1718,1111,2829,
Musée Gatien Bonnet,2001,ILE-DE-FRANCE,LAGNY-SUR-MARNE,0,1700,1700,
Musée de Provins et du Provinois,2001,ILE-DE-FRANCE,PROVINS,13932,1532,15464,
Ecomusée,2001,ILE-DE-FRANCE,SAVIGNY-LE-TEMPLE,0,4545,4545,
Musée Municipal,2001,ILE-DE-FRANCE,LIVRY-GARGAN,0,9931,9931,
Musée Tavet Delacour,2001,ILE-DE-FRANCE,PONTOISE,2780,1382,4162,
Musée Camille Pissarro,2001,ILE-DE-FRANCE,PONTOISE,0,3960,3960,
Musée de la Batellerie,2001,ILE-DE-FRANCE,CONFLANS-SAINTE-HONORINE,14468,1740,16208,
Musée de la Toile de Jouy,2001,ILE-DE-FRANCE,JOUY-EN-JOSAS,13707,0,13707,
Musée National de Port Royal des Champs,2001,ILE-DE-FRANCE,MAGNY-LES-HAMEAUX,4589,4814,9403,
Musée d'Art et d'Histoire,2001,ILE-DE-FRANCE,POISSY,0,640,640,
Musée d'Archéologie Nationale (des origines à l'an mille) - Château de st-Germain-en-Laye,2001,ILE-DE-FRANCE,SAINT-GERMAIN-EN-LAYE,24240,41611,65851,
Musée Archéologique,2001,LANGUEDOC-ROUSSILLON,NARBONNE,18263,0,18263,
Musée Léon Alègre,2001,LANGUEDOC-ROUSSILLON,BAGNOLS-SUR-CEZE,1191,0,1191,
Musée du Vieux Nîmes,2001,LANGUEDOC-ROUSSILLON,NIMES,3030,6117,9147,
Musée Pierre de Luxembourg,2001,LANGUEDOC-ROUSSILLON,VILLENEUVE-LES-AVIGNON,5561,2159,7720,
Musée des Beaux-Arts de Béziers,2001,LANGUEDOC-ROUSSILLON,BEZIERS,13621,0,13621,
Musée de l'Etang de Thau,2001,LANGUEDOC-ROUSSILLON,BOUZIGUES,19584,222,19806,
Musée Municipal,2001,LANGUEDOC-ROUSSILLON,FRONTIGNAN-LA-PEYRADE,0,11236,11236,
Musée de l'Ephèbe,2001,LANGUEDOC-ROUSSILLON,LE CAP D'AGDE,12523,1681,14204,
Musée Fleury,2001,LANGUEDOC-ROUSSILLON,LODEVE,58847,9947,68794,
Musée du Vieux Montpellier,2001,LANGUEDOC-ROUSSILLON,MONTPELLIER,0,5248,5248,
Musée Languedocien,2001,LANGUEDOC-ROUSSILLON,MONTPELLIER,2566,935,3501,
Musée de Vulliod Saint-Germain,2001,LANGUEDOC-ROUSSILLON,PEZENAS,3570,2598,6168,
Muséum d'Histoire Naturelle,2001,LANGUEDOC-ROUSSILLON,PERPIGNAN,0,8913,8913,
Musée Hyacinthe Rigaud,2001,LANGUEDOC-ROUSSILLON,PERPIGNAN,7027,0,7027,
Musée Labenche d'Art et d'Histoire,2001,LIMOUSIN,BRIVE-LA-GAILLARDE,22660,0,22660,
Musée du Président Jacques Chirac,2001,LIMOUSIN,SARRAN,66776,0,66776,
Musée de l'Evêché,2001,LIMOUSIN,LIMOGES,0,62419,62419,
Musée National Adrien Dubouché,2001,LIMOUSIN,LIMOGES,13585,8423,22008,
Musée Jules Bastien-Lepage - Musée de la Fortification,2001,LORRAINE,MONTMEDY,19382,0,19382,
Musée Militaire et Erckmann-Chatrian,2001,LORRAINE,PHALSBOURG,2043,431,2474,
Musée Charles de Bruyères,2001,LORRAINE,REMIREMONT,1324,4454,5778,
Muséum d'Histoire Naturelle,2001,MARTINIQUE,FORT-DE-FRANCE TERRE-SAINVILLE,212,391,603,
Musée Joseph Vaylet,2001,MIDI-PYRENEES,ESPALION,11099,0,11099,
Musée des Beaux-Arts Denys Puech,2001,MIDI-PYRENEES,RODEZ,1819,6949,8768,
Musée des Arts et Métiers Traditionnels,2001,MIDI-PYRENEES,SALLES-LA-SOURCE,9430,0,9430,
"Les Abattoirs, Musée d'Art Moderne et Contemporain",2001,MIDI-PYRENEES,TOULOUSE,91706,83764,175470,
Musée Paul Dupuy,2001,MIDI-PYRENEES,TOULOUSE,7807,4225,12032,
Musée Saint-Raymond,2001,MIDI-PYRENEES,TOULOUSE,53425,0,53425,
Musée des Augustins,2001,MIDI-PYRENEES,TOULOUSE,75948,35700,111648,
Musée Massey,2001,MIDI-PYRENEES,TARBES,1850,1414,3264,
Musée Champollion,2001,MIDI-PYRENEES,FIGEAC,27674,0,27674,
Musée Jean Jaurès,2001,MIDI-PYRENEES,CASTRES,1869,8345,10214,
Musée Départemental du Textile,2001,MIDI-PYRENEES,LA-BASTIDE-ROUAIROUX,3171,1235,4406,
Musée Théodore Calbet,2001,MIDI-PYRENEES,GRISOLLES,0,937,937,
Musée Benoît de Puydt,2001,NORD-PAS-DE-CALAIS,BAILLEUL,2796,5258,8054,
Musée Municipal de Cambrai,2001,NORD-PAS-DE-CALAIS,CAMBRAI,5484,15291,20775,
Musée d'Archéologie et d'Histoire Locale,2001,NORD-PAS-DE-CALAIS,DENAIN,0,1431,1431,
Musée de la Chartreuse,2001,NORD-PAS-DE-CALAIS,DOUAI,36503,0,36503,
Musée Municipal d'Hazebrouck,2001,NORD-PAS-DE-CALAIS,HAZEBROUCK,736,2259,2995,
Musée d'Histoire Naturelle et de Géologie,2001,NORD-PAS-DE-CALAIS,LILLE,50985,13587,64572,
Musée des Beaux-Arts,2001,NORD-PAS-DE-CALAIS,VALENCIENNES,55840,15701,71541,
Musée Quentovic,2001,NORD-PAS-DE-CALAIS,ETAPLES-SUR-MER,1412,745,2157,
Musée Municipal,2001,NORD-PAS-DE-CALAIS,LE TOUQUET-PARIS-PLAGE,6254,6008,12262,
Mémorial de Caen,2001,BASSE-NORMANDIE,CAEN,374650,38152,412802,
Musée de la Mine,2001,BASSE-NORMANDIE,LE MOLAY-LITTRY,7522,1408,8930,
Château de Saint-Germain de Livet,2001,BASSE-NORMANDIE,SAINT-GERMAIN DE LIVET,14475,8422,22897,
Musée du Vieux Château,2001,BASSE-NORMANDIE,BRICQUEBEC-EN-COTENTIN,846,0,846,
Musée Richard Anacréon,2001,BASSE-NORMANDIE,GRANVILLE,3637,1338,4975,
Musée Christian Dior,2001,BASSE-NORMANDIE,GRANVILLE,13500,2500,16000,
Musée du Granit,2001,BASSE-NORMANDIE,SAINT-MICHEL-DE-MONTJOIE,1384,0,1384,
Musée du Verre et de la Pierre,2001,HAUTE-NORMANDIE,CONCHES-EN-OUCHE,1240,260,1500,
Musée Artisanal et Industriel d'Instruments à Vent,2001,HAUTE-NORMANDIE,LA COUTURE-BOUSSEY,2000,500,2500,
Musée Municipal Nicolas Poussin,2001,HAUTE-NORMANDIE,LES ANDELYS,1203,0,1203,
Musée de la Marine de Seine,2001,HAUTE-NORMANDIE,CAUDEBEC-EN-CAUX,6205,2138,8343,
Musée des Arts & de l'Enfance,2001,HAUTE-NORMANDIE,FECAMP,1272,3973,5245,
Abbaye de Graville - Musée du Prieuré de Graville,2001,HAUTE-NORMANDIE,LE HAVRE,2116,13392,15508,
Musée Départemental Pierre Corneille,2001,HAUTE-NORMANDIE,LE PETIT-COURONNE,970,1989,2959,
Musée du Château des Ducs de Bretagne,2001,PAYS DE LA LOIRE,NANTES,24238,0,24238,
Musée  Départemental Dobrée,2001,PAYS DE LA LOIRE,NANTES,8110,23383,31493,
Musée Jean Lurcat et de la Tapisserie Contemporaine,2001,PAYS DE LA LOIRE,ANGERS,18119,42327,60446,
Musée d'Art et d'Histoire,2001,PAYS DE LA LOIRE,BAUGE,945,1042,1987,
Musée Jules-Desbois,2001,PAYS DE LA LOIRE,PARCAY-LES-PINS,1074,852,1926,
Château-Musée,2001,PAYS DE LA LOIRE,SAUMUR,69072,17564,86636,
Musée de l'Ardoise,2001,PAYS DE LA LOIRE,TRELAZE,5317,4244,9561,
Ecomusée du Marais Breton Vendéen,2001,PAYS DE LA LOIRE,LA BARRE-DE-MONTS,18185,9500,27685,
Musée Clemenceau et de Lattre-de-Tassigny,2001,PAYS DE LA LOIRE,MOUILLERON-EN-PAREDS,1571,814,2385,
Musée d'Art et d'Archéologie,2001,PICARDIE,LAON,2218,2399,4617,
Musée de la Figurine Historique,2001,PICARDIE,COMPIEGNE,4601,1572,6173,
Musée Jean Calvin,2001,PICARDIE,NOYON,2258,1261,3519,
Musée Archéologique de la région de Breteuil,2001,PICARDIE,VENDEUIL-CAPLY,4134,0,4134,
Musée Alfred Danicourt,2001,PICARDIE,PERONNE,0,585,585,
Cité International de la Bande Dessinée et de l'Image - Musée de la Bande Dessinée,2001,POITOU-CHARENTES,ANGOULEME,16533,19306,35839,
Musée de la Mytiliculture,2001,POITOU-CHARENTES,ESNANDES,3014,0,3014,
Muséum d'Histoire Naturelle,2001,POITOU-CHARENTES,LA ROCHELLE,0,38556,38556,
Musée de l'Echevinage,2001,POITOU-CHARENTES,SAINTES,179,4389,4568,
Musée Dupuy-Mestreau,2001,POITOU-CHARENTES,SAINTES,1248,1792,3040,
Musée d'Art et d'Histoire Georges Turpin,2001,POITOU-CHARENTES,PARTHENAY,0,9580,9580,
Musée Rupert de Chièvres,2001,POITOU-CHARENTES,POITIERS,2110,417,2527,
Musée d'Histoire et d'Archéologie,2001,PROVENCE-ALPES-CÔTE D'AZUR,ANTIBES,3403,6618,10021,
Musée de la Castre,2001,PROVENCE-ALPES-CÔTE D'AZUR,CANNES,12367,6616,18983,
Muséum d'Histoire Naturelle,2001,PROVENCE-ALPES-CÔTE D'AZUR,NICE,0,25000,25000,
Musée Matisse,2001,PROVENCE-ALPES-CÔTE D'AZUR,NICE,119094,42960,162054,
Musée d'Art Moderne et d'Art Contemporain,2001,PROVENCE-ALPES-CÔTE D'AZUR,NICE,54909,70870,125779,
"Musée Magnelli, Musée de la Céramique",2001,PROVENCE-ALPES-CÔTE D'AZUR,VALLAURIS,22857,7668,30525,
Musée des Tapisseries,2001,PROVENCE-ALPES-CÔTE D'AZUR,AIX-EN-PROVENCE,8826,6505,15331,
Musée Départemental de l'Arles Antique,2001,PROVENCE-ALPES-CÔTE D'AZUR,ARLES,81149,0,81149,
Musée Folklorique du Vieux Lambesc,2001,PROVENCE-ALPES-CÔTE D'AZUR,LAMBESC,440,410,850,
Musée d'Histoire et d'Archéologie des Baux-de-Provence,2001,PROVENCE-ALPES-CÔTE D'AZUR,LES BAUX DE PROVENCE,302120,0,302120,
Fondation Louis Jou,2001,PROVENCE-ALPES-CÔTE D'AZUR,LES-BAUX-DE-PROVENCE,1992,0,1992,
Musée Grobet-Labadié,2001,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,2939,7794,10733,
Musée des Beaux-Arts de Marseille,2001,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,7178,22176,29354,
Musée de la Faïence,2001,PROVENCE-ALPES-CÔTE D'AZUR,MARSEILLE,5529,10191,15720,
Musée des Alpilles,2001,PROVENCE-ALPES-CÔTE D'AZUR,SAINT-REMY-DE-PROVENCE,2250,4408,6658,
Musée des A.T.P. de Moyenne Provence,2001,PROVENCE-ALPES-CÔTE D'AZUR,DRAGUIGNAN,10859,1703,12562,
Musée Jean Aicard,2001,PROVENCE-ALPES-CÔTE D'AZUR,LE POUVEREL LA GARDE,0,1527,1527,
Musée Archéologique,2001,PROVENCE-ALPES-CÔTE D'AZUR,SAINT-RAPHAËL,6500,600,7100,
Musée de l'Annonciade,2001,PROVENCE-ALPES-CÔTE D'AZUR,SAINT-TROPEZ,55000,0,55000,
Musée Municipal Camille Pautet,2001,PROVENCE-ALPES-CÔTE D'AZUR,MAZAN,0,811,811,
Musée du Brou,2001,RHONE-ALPES,BOURG-EN-BRESSE,74056,0,74056,
Musée du Peigne et de la Plasturgie,2001,RHONE-ALPES,OYONNAX,2852,365,3217,
Musée du Vieux Pérouges,2001,RHONE-ALPES,PEROUGES,17700,0,17700,
